scoring_id,activo_id,fecha_scoring,horizonte_dias,probabilidad_falla,prediccion,prioridad,modelo_version,explicabilidad,created_at,dias_desde_ultima_ot,count_ot_30d,count_correctivas_30d,costo_total_30d,dias_ult_correctiva_motor,dias_ult_correctiva_frenos,dias_ult_correctiva_transmision,odometro_actual,sistema_en_riesgo
9ae3a079-582a-4f9e-ba1a-52db8cbaf09c,ACE-0001,2026-06-04,7,0.05617930367588997,0,P4_baja,xgboost_v1.0,,2026-06-04 22:16:17.792920+00:00,,,,,,,,,refrigeracion
19cafa77-3fc5-4247-91b3-585f95a59a88,ACE-0002,2026-06-04,7,0.054473698139190674,0,P4_baja,xgboost_v1.0,,2026-06-04 22:16:17.792920+00:00,,,,,,,,,combustible_admision
cd6a3e80-9abc-4084-8d5e-af60c006eb1f,ACE-0003,2026-06-04,7,0.08927082270383835,1,P4_baja,xgboost_v1.0,,2026-06-04 22:16:17.792920+00:00,,,,,,,,,hidraulico_neumatico_auxiliar
44cc9b00-831f-4806-9523-7d93c6d831dc,ACE-0004,2026-06-04,7,0.1958911418914795,1,P4_baja,xgboost_v1.0,,2026-06-04 22:16:17.792920+00:00,,,,,,,,,lubricacion
6e0058b0-cb2f-4181-b530-6057c7eb93c4,ACE-0005,2026-06-04,7,0.5336658358573914,1,P3_media,xgboost_v1.0,,2026-06-04 22:16:17.792920+00:00,,,,,,,,,motor_combustion
0cbdffd7-2460-4cbe-b1b1-2ecf5d6ac292,ACE-0006,2026-06-04,7,0.3592721223831177,1,P4_baja,xgboost_v1.0,,2026-06-04 22:16:17.792920+00:00,,,,,,,,,transmision
90084b4f-1dbc-4269-88a1-9b168b95e701,ACE-0007,2026-06-04,7,0.025736885145306587,0,P4_baja,xgboost_v1.0,,2026-06-04 22:16:17.792920+00:00,,,,,,,,,carroceria_chasis
736219cf-eb7d-46ae-a8d4-eee169483859,ACE-0008,2026-06-04,7,0.03771651163697243,0,P4_baja,xgboost_v1.0,,2026-06-04 22:16:17.792920+00:00,,,,,,,,,suspension
e9beefb8-e755-411d-a646-8799b42a2bf7,ACE-0009,2026-06-04,7,0.12814386188983917,1,P4_baja,xgboost_v1.0,,2026-06-04 22:16:17.792920+00:00,,,,,,,,,electrico_12v_24v
3e52ff7e-4a55-4f1b-96e2-2cd96645d30f,ACE-0010,2026-06-04,7,0.40419313311576843,1,P3_media,xgboost_v1.0,,2026-06-04 22:16:17.792920+00:00,,,,,,,,,escape_emisiones
599d699e-5b9e-4a04-9ee6-dd902bbdd10a,ACE-0011,2026-06-04,7,0.30823633074760437,1,P4_baja,xgboost_v1.0,,2026-06-04 22:16:17.792920+00:00,,,,,,,,,transmision
9661e761-95c8-4843-a342-80645aceb31e,ACE-0012,2026-06-04,7,0.13658085465431213,1,P4_baja,xgboost_v1.0,,2026-06-04 22:16:17.792920+00:00,,,,,,,,,transmision
