scoring_id,activo_id,fecha_scoring,horizonte_dias,probabilidad_falla,prediccion,prioridad,modelo_version,explicabilidad,created_at,dias_desde_ultima_ot,count_ot_30d,count_correctivas_30d,costo_total_30d,dias_ult_correctiva_motor,dias_ult_correctiva_frenos,dias_ult_correctiva_transmision,odometro_actual,sistema_en_riesgo
54625347-52b6-4db3-a29e-7f6529413bd9,ACE-0001,2026-06-07,7,0.023005707189440727,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,refrigeracion
1c059f1b-ee08-413c-b64c-cb9529e4aa65,ACE-0002,2026-06-07,7,0.0029896802734583616,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,combustible_admision
e29f1ecd-c416-4992-8815-123e5f137ec0,ACE-0003,2026-06-07,7,0.09995747357606888,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,hidraulico_neumatico_auxiliar
e63bb700-94ce-415a-9def-f73d6e0bd4e2,ACE-0004,2026-06-07,7,0.17958909273147583,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,lubricacion
bae08fa5-15b1-401b-b39e-b42074496108,ACE-0005,2026-06-07,7,0.6089399456977844,1,P3_media,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,motor_combustion
2d3463ec-e898-495d-a13b-771d5174bfdf,ACE-0006,2026-06-07,7,0.11812528967857361,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,transmision
e87d58e2-c489-4c91-8039-f4beff84cf41,ACE-0007,2026-06-07,7,0.0359080471098423,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,carroceria_chasis
8ef80910-13c4-4f19-b62c-65957c19216a,ACE-0008,2026-06-07,7,0.007554373238235712,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,suspension
7c0b3f6c-b901-4a9c-82d9-123b7702a44e,ACE-0009,2026-06-07,7,0.02311236597597599,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,electrico_12v_24v
7683d8e8-7b89-48cf-a45a-28322ff77076,ACE-0010,2026-06-07,7,0.25125566124916077,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,escape_emisiones
5215c79d-fb76-403f-a96f-c0119653f2a8,ACE-0011,2026-06-07,7,0.3494029939174652,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,transmision
47a18256-f4cd-40f0-a024-46ab761949f6,ACE-0012,2026-06-07,7,0.08637132495641708,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,transmision
43a1ddde-de19-4d5a-bb58-5ee40dec74d5,ACE-0013,2026-06-07,7,0.10829287767410278,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,motor_combustion
26470eaa-fad5-430b-a228-34fb9d48f8f9,ACE-0014,2026-06-07,7,0.14020128548145294,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,refrigeracion
bcf30342-2ce9-4800-ad0b-50c44af24553,ACE-0015,2026-06-07,7,0.44808056950569153,1,P3_media,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,refrigeracion
26b072c8-a280-4cb6-abf0-12e8e37e8df3,ACE-0016,2026-06-07,7,0.378701776266098,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,electrico_12v_24v
920f8478-d5ab-4595-a215-dcbf0f175019,ACE-0017,2026-06-07,7,0.2998936176300049,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,frenos_servicio
0458aafc-6b57-4ad8-bf8d-91aeb19d0ee6,ACE-0018,2026-06-07,7,0.011542731896042824,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,transmision
ec0474ce-af5a-4845-a82c-cb214ad4450a,ACE-0019,2026-06-07,7,0.0655449852347374,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,refrigeracion
b28b9bc6-2f8c-42d8-b1de-22075d901aff,ACE-0020,2026-06-07,7,0.036048177629709244,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,electrico_12v_24v
05ec90f2-6297-42bc-8efe-6411c808c4b2,ACE-0021,2026-06-07,7,0.08017740398645401,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,direccion
dfcd2834-b50b-4eb7-a2ad-cecd35543b72,ACE-0022,2026-06-07,7,0.20503927767276764,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,suspension
7b4f9930-12ec-4672-b6ac-09e35f7b3347,ACE-0023,2026-06-07,7,0.032847337424755096,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,transmision
a9f4bc89-9f17-4fd4-bdf0-9f20885165a7,ACE-0024,2026-06-07,7,0.08378533273935318,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,refrigeracion
cde0c802-72f9-4dad-b843-410a1ebb090a,ACE-0025,2026-06-07,7,0.19277994334697723,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,frenos_servicio
21b6326d-c09f-41fd-958e-9fcd599845f3,ACE-0026,2026-06-07,7,0.01918015629053116,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,frenos_servicio
24e556fd-f941-45dd-b527-666a3d04f81c,ACE-0027,2026-06-07,7,0.13719910383224487,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,frenos_servicio
9797a42d-da11-4e7c-bc46-6e165fba0672,ACE-0028,2026-06-07,7,0.008484549820423126,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,frenos_servicio
a58098b8-f65f-4888-b311-ccc355f2a370,ACE-0029,2026-06-07,7,0.06145874410867691,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,motor_combustion
e279bfe8-38b6-4053-b350-c8508f8c5dd8,ACE-0030,2026-06-07,7,0.14582422375679016,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,frenos_servicio
08dcb0fb-354f-4925-b911-350f6739f1db,ACE-0031,2026-06-07,7,0.29263049364089966,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,combustible_admision
3b06bcce-23e7-4274-8d0a-68332febc172,ACE-0032,2026-06-07,7,0.4634930491447449,1,P3_media,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,frenos_servicio
6c34ae7c-4d36-48ce-8894-5eff4da4e297,ACE-0033,2026-06-07,7,0.038457632064819336,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,refrigeracion
0d0e1719-a83d-41ed-b7f7-5991dc659ffd,ACE-0034,2026-06-07,7,0.07918000221252441,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,electrico_12v_24v
f1b840fd-7a5a-4439-8c43-acd3d059bfa5,ACE-0035,2026-06-07,7,0.2932366132736206,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,motor_combustion
4ef36dec-6a3f-462b-ba6b-2c7a731a0ccd,ACE-0036,2026-06-07,7,0.21804526448249817,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,motor_combustion
96b6f9e9-3a94-46b6-9ed5-182c01248330,ACE-0037,2026-06-07,7,0.11036679893732071,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,frenos_servicio
53383a62-8326-4ba4-b76e-ee182ed0dcda,ACE-0038,2026-06-07,7,0.24925881624221802,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,motor_combustion
18ca5d98-76c0-4d39-8a92-248abc71010a,ACE-0039,2026-06-07,7,0.11734658479690552,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,frenos_servicio
3ab05262-11ba-49d1-a53f-fcea48716d62,ACE-0040,2026-06-07,7,0.026845907792448997,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,transmision
cdd07a8e-8671-42ec-ba08-a3f411ab32d5,ACE-0041,2026-06-07,7,0.2591291069984436,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,refrigeracion
b11eb911-dec4-44d0-8540-2f4d33a10328,ACE-0042,2026-06-07,7,0.12232522666454315,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,refrigeracion
2f807ccc-1137-4e8b-8577-227adc391998,ACE-0043,2026-06-07,7,0.13961325585842133,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,suspension
2ae3fdd4-9170-4a55-8323-fc0dccdc8417,ACE-0044,2026-06-07,7,0.07654901593923569,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,hidraulico_neumatico_auxiliar
69803247-be59-46fb-80d7-a3a4b188f061,ACE-0045,2026-06-07,7,0.2832036316394806,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,transmision
7138dc9c-238c-4e54-a143-944c5b3409f0,ACE-0046,2026-06-07,7,0.010342725552618504,0,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,electrico_12v_24v
89bf5d74-ddff-4f7f-89c4-da68f83991c4,ACE-0047,2026-06-07,7,0.19796788692474365,1,P4_baja,xgboost_v1.0,,2026-06-08 02:36:44.816696+00:00,,,,,,,,,transmision
